CalibrationParametersType_CalibrationSets_CalibrationSet_CalibrationResults_CalibrationResult,5122,Object
HbkDeviceType_CalibrationParameters,5123,Object
HbkDeviceType_CalibrationParameters_AvailableCalibrationCertificates,5124,Object
HbkDeviceType_CalibrationParameters_CalibrationSets_CalibrationSet,5125,Object
HbkDeviceType_CalibrationParameters_CalibrationSets_CalibrationSet_CalibrationResults,5126,Object
HbkAnalogInputChannel_OutputSignals_Signal,5127,Object
HBKSignalType_LowPassFilterSettings,5128,Object
HbkAnalogInputChannel_OutputSignals_Signal_LowPassFilterSettings,5130,Object
HbkDeviceType_Lock,5131,Object
HbkAnalogOutputChannel_OutputSignals,5133,Object
HbkAnalogOutputChannel_OutputSignals_Signal,5134,Object
HbkAnalogOutputChannel_SignalGenerator,5135,Object
HbkAnalogOutputChannel_SignalConditioner,5136,Object
SignalConditioningFunctionBlockType_OutputSignals,5137,Object
PtSensorStructure_Encoding_DefaultXml,5138,Object
HbkAnalogInputChannel_Adjustment_Detunings_Detuning,5139,Object
PtSensorStructure_Encoding_DefaultJson,5140,Object
HbkAnalogInputChannel_TEDS,5141,Object
HbkAnalogOutputChannel_OutputSignals_Signal_LowPassFilterSettings,5142,Object
HbkAnalogInputChannel_SignalConditioner_OutputSignals,5143,Object
HbkAnalogOutputChannel_Adjustment,5144,Object
AdjustmentFunctionBlockType_Detunings_Detuning,5145,Object
HbkAnalogInputChannel_Adjustment_DynX,5147,Object
HbkDeviceType_IPNetwork_ParameterSet_Interfaces,5148,Object
FanControlType_Setup,5149,Object
FanComponentType_Control_Setup,5150,Object
HbkAnalogInputChannel_Adjustment_HPFilter,5151,Object
HbkDeviceType_SystemStatusMonitor_RealTimeLoad,5153,Object
HbkDeviceType_IPNetwork,5154,Object
HbkDeviceType_IPNetwork_ParameterSet,5155,Object
FilterFunctionBlockType_Architecture,6001,Variable
FilterFunctionBlockType_Architecture_DefaultValue,6002,Variable
FilterFunctionBlockType_CenterFrequency,6003,Variable
FilterFunctionBlockType_CutOffFrequency,6004,Variable
FilterFunctionBlockType_ImpulseResponse,6005,Variable
FilterFunctionBlockType_Order,6006,Variable
FilterFunctionBlockType_Type,6007,Variable
Server_Namespaces_https___docs_opendaq_io_specifications_opc_ua_daq_vendor_hbk_IsNamespaceSubset,6008,Variable
FilterFunctionBlockType_Width,6009,Variable
FilterFunctionBlockType_CenterFrequency_DefaultValue,6010,Variable
FilterFunctionBlockType_CutOffFrequency_DefaultValue,6011,Variable
FilterFunctionBlockType_ImpulseResponse_DefaultValue,6012,Variable
FilterFunctionBlockType_Order_DefaultValue,6013,Variable
FilterFunctionBlockType_Type_DefaultValue,6014,Variable
Server_Namespaces_https___docs_opendaq_io_specifications_opc_ua_daq_vendor_hbk_NamespacePublicationDate,6015,Variable
FilterFunctionBlockType_Width_DefaultValue,6016,Variable
ScalerFunctionBlockType_EngineeringUnit,6017,Variable
ScalerFunctionBlockType_ScalingTypes,6018,Variable
ScalerFunctionBlockType_ScalingTypes_Gain,6019,Variable
ScalerFunctionBlockType_UnitConversion_Active,6020,Variable
ScalerFunctionBlockType_UnitConversion_OutputUnit,6021,Variable
ScalerFunctionBlockType_UnitConversion_Rescaling,6022,Variable
ScalerFunctionBlockType_ScalingTypes_LinearTable,6023,Variable
ScalerFunctionBlockType_ScalingTypes_PolynomialTable,6024,Variable
ScalerFunctionBlockType_ScalingTypes_Gauge,6025,Variable
ScalerFunctionBlockType_ScalingType,6026,Variable
ScalerFunctionBlockType_ScalingType_DefaultValue,6027,Variable
InputStageFunctionBlockType_SensorTypes_FullBridge,6028,Variable
SensorDescriptionType_AssetNumber,6029,Variable
SensorDescriptionType_AssetNumber_DefaultValue,6030,Variable
TEDSType_Usage,6031,Variable
InputStageFunctionBlockType_SensorType,6032,Variable
Server_Namespaces_https___docs_opendaq_io_specifications_opc_ua_daq_vendor_hbk_NamespaceUri,6033,Variable
Server_Namespaces_https___docs_opendaq_io_specifications_opc_ua_daq_vendor_hbk_NamespaceVersion,6034,Variable
Server_Namespaces_https___docs_opendaq_io_specifications_opc_ua_daq_vendor_hbk_StaticNodeIdTypes,6035,Variable
InputStageFunctionBlockType_SensorType_DefaultValue,6036,Variable
HbkAnalogInputChannel_Scaler_EngineeringUnit,6037,Variable
ScalerFunctionBlockType_ScalingType_DefaultValue_EvaluationExpression,6038,Variable
HBKAnalogComponentType_OutputChannels_Active,6039,Variable
HBKAnalogComponentType_InputChannels_Active,6040,Variable
HBKAnalogComponentType_InputChannels_NumberInList,6041,Variable
HBKAnalogComponentType_InputChannels_Tags,6042,Variable
HBKAnalogComponentType_OutputChannels_NumberInList,6043,Variable
HBKAnalogComponentType_OutputChannels_Tags,6044,Variable
HBKAnalogComponentType_InputChannels_InputChannel_Adjustment_Active,6045,Variable
HBKAnalogComponentType_InputChannels_InputChannel_Adjustment_DeleteFromEEPROM_InputArguments,6046,Variable
FilterFunctionBlockType_Architecture_NumberInList,6047,Variable
InputStageFunctionBlockType_SensorTypes_HalfBridge,6048,Variable
HBKAnalogComponentType_InputChannels_InputChannel_Adjustment_DeleteFromEEPROM_OutputArguments,6049,Variable
HBKAnalogComponentType_InputChannels_InputChannel_Adjustment_FunctionBlockInfo,6050,Variable
HBKAnalogComponentType_InputChannels_InputChannel_Adjustment_ListOfAdjustmentsInEEPROM_OutputArguments,6051,Variable
HBKAnalogComponentType_InputChannels_InputChannel_Adjustment_NumberInList,6052,Variable
HBKAnalogComponentType_InputChannels_InputChannel_Adjustment_ReadFromEEPROM_InputArguments,6053,Variable
HBKAnalogComponentType_InputChannels_InputChannel_Adjustment_ReadFromEEPROM_OutputArguments,6054,Variable
HBKAnalogComponentType_InputChannels_InputChannel_Adjustment_StoreToEEPROM_InputArguments,6055,Variable
InputStageFunctionBlockType_SensorType_DefaultValue_EvaluationExpression,6056,Variable
ScalerFunctionBlockType_ScalingType_SelectionValues,6057,Variable
InputStageFunctionBlockType_SensorTypes,6058,Variable
FilterFunctionBlockType_CenterFrequency_NumberInList,6059,Variable
InputStageFunctionBlockType_SensorTypes_IEPE,6060,Variable
FilterFunctionBlockType_CutOffFrequency_NumberInList,6061,Variable
InputStageFunctionBlockType_SensorTypes_Potentiometer,6062,Variable
FilterFunctionBlockType_ImpulseResponse_NumberInList,6063,Variable
InputStageFunctionBlockType_SensorTypes_Pt,6064,Variable
TEDSType_Usage_SelectionValues,6065,Variable
HbkAnalogInputChannel_Adjustment_AC_Date,6066,Variable
HbkAnalogInputChannel_Adjustment_AC_Date_DefaultValue,6067,Variable
HbkAnalogInputChannel_Adjustment_AC_Date_DefaultValue_EvaluationExpression,6068,Variable
HbkAnalogInputChannel_Adjustment_AC_Date_NumberInList,6069,Variable
HbkAnalogInputChannel_Adjustment_AC_Factor,6070,Variable
SignalGeneratorFunctionBlockType_SignalType,6071,Variable
SignalGeneratorFunctionBlockType_SignalTypes,6072,Variable
SignalGeneratorFunctionBlockType_SignalTypes_Constant,6073,Variable
BridgeDetuningAdjustmentParameterType_XVScalingPoints,6074,Variable
TypeDictionary_BinarySchema,6075,Variable
TypeDictionary_BinarySchema_NamespaceUri,6076,Variable
TypeDictionary_XmlSchema,6077,Variable
TypeDictionary_XmlSchema_NamespaceUri,6078,Variable
TypeDictionary_BinarySchema_SensitivityScalingStructure,6079,Variable
TypeDictionary_XmlSchema_SensitivityScalingStructure,6080,Variable
InputStageFunctionBlockType_SensorType_SelectionValues,6081,Variable
SignalGeneratorFunctionBlockType_SignalTypes_Sine,6082,Variable
SignalGeneratorFunctionBlockType_SignalTypes_Rectangle,6083,Variable
SignalGeneratorFunctionBlockType_SignalTypes_Sawtooth,6084,Variable
ZeroingFunctionBlockType_OffsetValue,6085,Variable
ZeroingFunctionBlockType_TargetValue,6086,Variable
ZeroingFunctionBlockType_ReferenceSignal,6087,Variable
SignalGeneratorFunctionBlockType_SignalType_SelectionValues,6088,Variable
ZeroingFunctionBlockType_MeasureZero_OutputArguments,6089,Variable
FilterFunctionBlockType_OutputRate,6090,Variable
ZeroingFunctionBlockType_ReferenceSignal_SelectionValues,6091,Variable
FilterFunctionBlockType_TimeCompensation,6092,Variable
TypeDictionary_BinarySchema_TimeCompensationStructure,6093,Variable
TypeDictionary_XmlSchema_TimeCompensationStructure,6094,Variable
HbkAnalogInputChannel_Source,6095,Variable
FilterFunctionBlockType_OutputRate_DefaultValue,6096,Variable
HbkAnalogInputChannel_SignalSimulator_SignalType,6097,Variable
HbkAnalogInputChannel_Source_SelectionValues,6098,Variable
HbkAnalogInputChannel_SignalConditioner_SensorTypes,6099,Variable
HbkAnalogInputChannel_Scaler_ScalingTypes,6100,Variable
HbkAnalogInputChannel_Scaler_UnitConversion_Active,6101,Variable
HbkAnalogInputChannel_Scaler_UnitConversion_OutputUnit,6102,Variable
HbkAnalogInputChannel_Scaler_UnitConversion_Rescaling,6103,Variable
HbkAnalogInputChannel_SignalConditioner_FunctionBlockInfo,6104,Variable
HbkAnalogInputChannel_Zeroing_MeasureZero_OutputArguments,6105,Variable
ZeroingFunctionBlockType_OffsetValue_DefaultValue,6106,Variable
HbkAnalogInputChannel_Zeroing_ReferenceSignal,6107,Variable
SignalGeneratorFunctionBlockType_SignalType_SelectionValues_EvaluationExpression,6108,Variable
ZeroingFunctionBlockType_TargetValue_DefaultValue,6109,Variable
FilterFunctionBlockType_Order_NumberInList,6110,Variable
SensorDescriptionType_AssetNumber_DefaultValue_EvaluationExpression,6111,Variable
SensorDescriptionType_AssetNumber_NumberInList,6112,Variable
HbkAnalogInputChannel_Adjustment_AC_Factor_DefaultValue,6113,Variable
HbkAnalogInputChannel_Adjustment_AC_Factor_DefaultValue_EvaluationExpression,6114,Variable
HbkAnalogInputChannel_Adjustment_AC_Factor_NumberInList,6115,Variable
HbkAnalogInputChannel_Adjustment_AC_NumberInList,6116,Variable
HbkAnalogInputChannel_Adjustment_AC_Offset,6117,Variable
HbkAnalogInputChannel_Adjustment_AC_Offset_DefaultValue,6118,Variable
HbkAnalogInputChannel_Adjustment_AC_Offset_DefaultValue_EvaluationExpression,6119,Variable
HbkAnalogInputChannel_Adjustment_AC_Offset_NumberInList,6120,Variable
HbkAnalogInputChannel_Adjustment_AC_Tags,6121,Variable
HbkAnalogInputChannel_Adjustment_Cmr_Date,6122,Variable
BridgeDetuningAdjustmentParameterType_XVScalingPoints_DefaultValue,6123,Variable
AdjustmentParameterType_Date,6124,Variable
ZeroingFunctionBlockType_ReferenceSignal_SelectionValues_EvaluationExpression,6125,Variable
HbkAnalogInputChannel_SignalSimulator_SignalTypes,6126,Variable
HbkAnalogInputChannel_Scaler_FunctionBlockInfo,6127,Variable
FanControlType_Setup_Temperature_Dt,6128,Variable
AnalogPreProcessingType_HighpassFilter,6129,Variable
AnalogPreProcessingType_HighpassFilter_SelectionValues,6130,Variable
AnalogPreProcessingType_InputRange,6131,Variable
AnalogPreProcessingType_InputRange_SelectionValues,6132,Variable
FanControlType_Setup_Temperature_Dt_DefaultValue,6133,Variable
FanControlType_Setup_Temperature_Dt_DefaultValue_EvaluationExpression,6134,Variable
Server_Namespaces_https___docs_opendaq_io_specifications_opc_ua_daq_vendor_hbk_StaticNumericNodeIdRange,6135,Variable
Server_Namespaces_https___docs_opendaq_io_specifications_opc_ua_daq_vendor_hbk_StaticStringNodeIdPattern,6136,Variable
ScalerFunctionBlockType_ScalingTypes_Sensitivity,6137,Variable
ScalerFunctionBlockType_ScalingType_SelectionValues_EvaluationExpression,6138,Variable
AdjustmentFunctionBlockType_AC_Tags,6139,Variable
AdjustmentParameterType_Date_DefaultValue,6140,Variable
AdjustmentParameterType_Date_DefaultValue_EvaluationExpression,6141,Variable
AdjustmentParameterType_Date_NumberInList,6142,Variable
AdjustmentFunctionBlockType_AC_Date,6143,Variable
HbkAnalogInputChannel_SignalConditioner_NumberInList,6144,Variable
AdjustmentFunctionBlockType_AC_Date_DefaultValue,6145,Variable
AdjustmentFunctionBlockType_AC_Date_DefaultValue_EvaluationExpression,6146,Variable
AdjustmentFunctionBlockType_AC_Date_NumberInList,6147,Variable
HBKAnalogComponentType_InputChannels_InputChannel_Adjustment_StoreToEEPROM_OutputArguments,6148,Variable
FilterFunctionBlockType_Type_NumberInList,6149,Variable
HpFilterAdjustmentParameterType_Correction,6150,Variable
HpFilterAdjustmentParameterType_Correction_DefaultValue,6151,Variable
HpFilterAdjustmentParameterType_Correction_DefaultValue_EvaluationExpression,6152,Variable
AdjustmentFunctionBlockType_DeleteFromEEPROM_InputArguments,6153,Variable
AdjustmentFunctionBlockType_DeleteFromEEPROM_OutputArguments,6154,Variable
HpFilterAdjustmentParameterType_Correction_NumberInList,6155,Variable
AdjustmentFunctionBlockType_HPFilter_Correction,6156,Variable
AnalogPreProcessingType_Floating,6157,Variable
AnalogPreProcessingType_Floating_DefaultValue,6158,Variable
AdjustmentFunctionBlockType_HPFilter_Correction_DefaultValue,6159,Variable
AdjustmentFunctionBlockType_HPFilter_Correction_DefaultValue_EvaluationExpression,6160,Variable
AdjustmentFunctionBlockType_HPFilter_Correction_NumberInList,6161,Variable
AdjustmentFunctionBlockType_ListOfAdjustmentsInEEPROM_OutputArguments,6162,Variable
AdjustmentFunctionBlockType_ReadFromEEPROM_InputArguments,6163,Variable
AdjustmentFunctionBlockType_ReadFromEEPROM_OutputArguments,6164,Variable
AdjustmentFunctionBlockType_StoreToEEPROM_InputArguments,6165,Variable
AdjustmentFunctionBlockType_StoreToEEPROM_OutputArguments,6166,Variable
LowLevelAccessInterfaceType_ExecuteInternalTest_InputArguments,6167,Variable
LowLevelAccessInterfaceType_ExecuteInternalTest_OutputArguments,6168,Variable
LowLevelAccessInterfaceType_ListInternalTests_OutputArguments,6169,Variable
TypeDictionary_BinarySchema_InternalTestDescriptionStructure,6170,Variable
TypeDictionary_XmlSchema_InternalTestDescriptionStructure,6171,Variable
HBKAnalogComponentType_InputChannels_InputChannel_Adjustment_Tags,6172,Variable
HbkAnalogInputChannel_AnalogPreProcessing_NumberInList,6173,Variable
AnalogPreProcessingType_Floating_DefaultValue_EvaluationExpression,6174,Variable
HBKAnalogComponentType_InputChannels_InputChannel_Scaler_Active,6175,Variable
AdjustmentFunctionBlockType_AC_NumberInList,6176,Variable
FanControlType_Mode,6177,Variable
FanControlType_Mode_SelectionValues,6178,Variable
HBKAnalogComponentType_InputChannels_InputChannel_Scaler_EngineeringUnit,6179,Variable
BridgeDetuningAdjustmentParameterType_XVScalingPoints_DefaultValue_EvaluationExpression,6180,Variable
BridgeDetuningAdjustmentParameterType_XVScalingPoints_NumberInList,6181,Variable
HBKAnalogComponentType_InputChannels_InputChannel_Scaler_EngineeringUnit_NumberInList,6182,Variable
HBKAnalogComponentType_InputChannels_InputChannel_Scaler_FunctionBlockInfo,6183,Variable
HBKAnalogComponentType_InputChannels_InputChannel_Scaler_NumberInList,6184,Variable
HBKAnalogComponentType_InputChannels_InputChannel_Scaler_ScalingType,6185,Variable
HBKAnalogComponentType_InputChannels_InputChannel_Scaler_ScalingType_DefaultValue,6186,Variable
HBKAnalogComponentType_InputChannels_InputChannel_Scaler_ScalingType_DefaultValue_EvaluationExpression,6187,Variable
HbkAnalogInputChannel_SensorMetaData_AdditionalData,6188,Variable
HbkAnalogInputChannel_SensorMetaData_AdditionalData_DefaultValue,6189,Variable
HbkAnalogInputChannel_Adjustment_DeleteFromEEPROM_InputArguments,6190,Variable
HbkAnalogInputChannel_Adjustment_DeleteFromEEPROM_OutputArguments,6191,Variable
HbkAnalogInputChannel_SensorMetaData_AdditionalData_DefaultValue_EvaluationExpression,6192,Variable
PointAdjustmentParameterType_MeasurementPoints,6193,Variable
TypeDictionary_BinarySchema_AdjustmentPointScalingStructure,6194,Variable
TypeDictionary_XmlSchema_AdjustmentPointScalingStructure,6195,Variable
PointAdjustmentParameterType_SetMeasurementPoint_InputArguments,6196,Variable
PointAdjustmentParameterType_SetMeasurementPoint_OutputArguments,6197,Variable
HBKAnalogComponentType_InputChannels_InputChannel_Scaler_ScalingType_NumberInList,6198,Variable
HBKAnalogComponentType_InputChannels_InputChannel_Scaler_ScalingType_SelectionValues,6199,Variable
HbkAnalogInputChannel_Adjustment_ListOfAdjustmentsInEEPROM_OutputArguments,6200,Variable
